address,time_unix,time,dne,srl,srrn,eda
RP01006,1710921977,2024-03-20 08:06:16.924+00,\N,\N,\N,991399
RP01006,1710921977,2024-03-20 08:06:17.257+00,\N,\N,\N,992128
RP01006,1710921978,2024-03-20 08:06:17.59+00,\N,\N,\N,992614
RP01006,1710921978,2024-03-20 08:06:17.923+00,\N,\N,\N,993830
RP01006,1710921978,2024-03-20 08:06:18.256+00,\N,\N,\N,997244
RP01006,1710921979,2024-03-20 08:06:18.589+00,\N,\N,\N,1000424
RP01006,1710921979,2024-03-20 08:06:18.922+00,\N,\N,\N,998710
RP01006,1710921979,2024-03-20 08:06:19.255+00,\N,\N,\N,997488
RP01006,1710921980,2024-03-20 08:06:19.588+00,\N,\N,\N,992371
RP01006,1710921980,2024-03-20 08:06:19.921+00,\N,\N,\N,984865
RP01006,1710921980,2024-03-20 08:06:20.254+00,\N,\N,\N,981734
RP01006,1710921981,2024-03-20 08:06:20.587+00,\N,\N,\N,979812
RP01006,1710921981,2024-03-20 08:06:20.92+00,\N,\N,\N,969071
RP01006,1710921981,2024-03-20 08:06:21.253+00,\N,\N,\N,952826
RP01006,1710921982,2024-03-20 08:06:21.586+00,\N,\N,\N,942836
RP01006,1710921982,2024-03-20 08:06:21.919+00,\N,\N,\N,938455
RP01006,1710921982,2024-03-20 08:06:22.252+00,\N,\N,\N,937535
RP01006,1710921983,2024-03-20 08:06:22.585+00,\N,\N,\N,930435
RP01006,1710921983,2024-03-20 08:06:22.918+00,\N,\N,\N,926791
RP01006,1710921983,2024-03-20 08:06:23.251+00,\N,\N,\N,924067
RP01006,1710921984,2024-03-20 08:06:23.584+00,\N,\N,\N,917515
RP01006,1710921984,2024-03-20 08:06:23.917+00,\N,\N,\N,913695
RP01006,1710921984,2024-03-20 08:06:24.25+00,\N,\N,\N,907660
RP01006,1710921985,2024-03-20 08:06:24.583+00,\N,\N,\N,897023
RP01006,1710921985,2024-03-20 08:06:24.916+00,\N,\N,\N,875454
RP01006,1710921985,2024-03-20 08:06:25.249+00,\N,\N,\N,860284
RP01006,1710921986,2024-03-20 08:06:25.582+00,\N,\N,\N,846192
RP01006,1710921986,2024-03-20 08:06:25.915+00,\N,\N,\N,829643
RP01006,1710921986,2024-03-20 08:06:26.248+00,\N,\N,\N,821479
RP01006,1710921987,2024-03-20 08:06:26.581+00,\N,\N,\N,818436
RP01006,1710921987,2024-03-20 08:06:26.914+00,\N,\N,\N,817424
RP01006,1710921987,2024-03-20 08:06:27.247+00,\N,\N,\N,816615
RP01006,1710921988,2024-03-20 08:06:27.58+00,\N,\N,\N,815403
RP01006,1710921988,2024-03-20 08:06:27.913+00,\N,\N,\N,812984
RP01006,1710921988,2024-03-20 08:06:28.246+00,\N,\N,\N,808566
RP01006,1710921989,2024-03-20 08:06:28.579+00,\N,\N,\N,800589
RP01006,1710921989,2024-03-20 08:06:28.912+00,\N,\N,\N,796033
RP01006,1710921989,2024-03-20 08:06:29.245+00,\N,\N,\N,794257
RP01006,1710921990,2024-03-20 08:06:29.578+00,\N,\N,\N,793271
RP01006,1710921990,2024-03-20 08:06:29.911+00,\N,\N,\N,791107
RP01006,1710921990,2024-03-20 08:06:30.244+00,\N,\N,\N,788753
RP01006,1710921991,2024-03-20 08:06:30.577+00,\N,\N,\N,785427
RP01006,1710921991,2024-03-20 08:06:30.91+00,\N,\N,\N,785232
RP01006,1710921991,2024-03-20 08:06:31.243+00,\N,\N,\N,786209
RP01006,1710921992,2024-03-20 08:06:31.576+00,\N,\N,\N,787773
RP01006,1710921992,2024-03-20 08:06:31.909+00,\N,\N,\N,789341
RP01006,1710921992,2024-03-20 08:06:32.242+00,\N,\N,\N,790715
RP01006,1710921993,2024-03-20 08:06:32.575+00,\N,\N,\N,792090
RP01006,1710921993,2024-03-20 08:06:32.908+00,\N,\N,\N,792484
RP01006,1710921993,2024-03-20 08:06:33.241+00,\N,\N,\N,791501
RP01006,1710921994,2024-03-20 08:06:33.574+00,\N,\N,\N,790322
RP01006,1710921994,2024-03-20 08:06:33.907+00,\N,\N,\N,791107
RP01006,1710921994,2024-03-20 08:06:34.24+00,\N,\N,\N,792287
RP01006,1710921995,2024-03-20 08:06:34.573+00,\N,\N,\N,791894
RP01006,1710921995,2024-03-20 08:06:34.906+00,\N,\N,\N,791501
RP01006,1710921995,2024-03-20 08:06:35.239+00,\N,\N,\N,791894
RP01006,1710921996,2024-03-20 08:06:35.572+00,\N,\N,\N,792681
RP01006,1710921996,2024-03-20 08:06:35.905+00,\N,\N,\N,794060
RP01006,1710921996,2024-03-20 08:06:36.238+00,\N,\N,\N,794651
RP01006,1710921997,2024-03-20 08:06:36.571+00,\N,\N,\N,794848
RP01006,1710921997,2024-03-20 08:06:36.904+00,\N,\N,\N,795836
RP01006,1710921997,2024-03-20 08:06:37.237+00,\N,\N,\N,797219
RP01006,1710921998,2024-03-20 08:06:37.57+00,\N,\N,\N,798407
RP01006,1710921998,2024-03-20 08:06:37.903+00,\N,\N,\N,799993
RP01006,1710921998,2024-03-20 08:06:38.236+00,\N,\N,\N,801582
RP01006,1710921999,2024-03-20 08:06:38.569+00,\N,\N,\N,801781
RP01006,1710921999,2024-03-20 08:06:38.902+00,\N,\N,\N,800986
RP01006,1710921999,2024-03-20 08:06:39.235+00,\N,\N,\N,801781
RP01006,1710922000,2024-03-20 08:06:39.568+00,\N,\N,\N,801980
RP01006,1710922000,2024-03-20 08:06:39.901+00,\N,\N,\N,801185
RP01006,1710922000,2024-03-20 08:06:40.234+00,\N,\N,\N,801185
RP01006,1710922001,2024-03-20 08:06:40.567+00,\N,\N,\N,802179
RP01006,1710922001,2024-03-20 08:06:40.9+00,\N,\N,\N,801980
RP01006,1710922001,2024-03-20 08:06:41.233+00,\N,\N,\N,802378
RP01006,1710922002,2024-03-20 08:06:41.566+00,\N,\N,\N,803174
RP01006,1710922002,2024-03-20 08:06:41.899+00,\N,\N,\N,804369
RP01006,1710922002,2024-03-20 08:06:42.232+00,\N,\N,\N,806965
RP01006,1710922003,2024-03-20 08:06:42.565+00,\N,\N,\N,808967
RP01006,1710922003,2024-03-20 08:06:42.898+00,\N,\N,\N,809168
RP01006,1710922003,2024-03-20 08:06:43.231+00,\N,\N,\N,809769
RP01006,1710922004,2024-03-20 08:06:43.564+00,\N,\N,\N,806565
RP01006,1710922004,2024-03-20 08:06:43.897+00,\N,\N,\N,798803
RP01006,1710922004,2024-03-20 08:06:44.23+00,\N,\N,\N,790322
RP01006,1710922005,2024-03-20 08:06:44.563+00,\N,\N,\N,775332
RP01006,1710922005,2024-03-20 08:06:44.896+00,\N,\N,\N,758126
RP01006,1710922005,2024-03-20 08:06:45.229+00,\N,\N,\N,744040
RP01006,1710922006,2024-03-20 08:06:45.562+00,\N,\N,\N,732381
RP01006,1710922006,2024-03-20 08:06:45.895+00,\N,\N,\N,724148
RP01006,1710922006,2024-03-20 08:06:46.228+00,\N,\N,\N,717075
RP01006,1710922007,2024-03-20 08:06:46.561+00,\N,\N,\N,706663
RP01006,1710922007,2024-03-20 08:06:46.894+00,\N,\N,\N,697259
RP01006,1710922007,2024-03-20 08:06:47.227+00,\N,\N,\N,682564
RP01006,1710922008,2024-03-20 08:06:47.56+00,\N,\N,\N,671879
RP01006,1710922008,2024-03-20 08:06:47.893+00,\N,\N,\N,671195
RP01006,1710922008,2024-03-20 08:06:48.226+00,\N,\N,\N,669144
RP01006,1710922009,2024-03-20 08:06:48.559+00,\N,\N,\N,667609
RP01006,1710922009,2024-03-20 08:06:48.892+00,\N,\N,\N,664718
RP01006,1710922009,2024-03-20 08:06:49.225+00,\N,\N,\N,660147
RP01006,1710922010,2024-03-20 08:06:49.558+00,\N,\N,\N,663700
RP01006,1710922010,2024-03-20 08:06:49.891+00,\N,\N,\N,671024
RP01006,1710922010,2024-03-20 08:06:50.224+00,\N,\N,\N,670169
RP01006,1710922011,2024-03-20 08:06:50.557+00,\N,\N,\N,670511
RP01006,1710922011,2024-03-20 08:06:50.89+00,\N,\N,\N,678584
RP01006,1710922011,2024-03-20 08:06:51.223+00,\N,\N,\N,682217
RP01006,1710922012,2024-03-20 08:06:51.556+00,\N,\N,\N,674108
RP01006,1710922012,2024-03-20 08:06:51.889+00,\N,\N,\N,663192
RP01006,1710922012,2024-03-20 08:06:52.222+00,\N,\N,\N,654258
RP01006,1710922013,2024-03-20 08:06:52.555+00,\N,\N,\N,642109
RP01006,1710922013,2024-03-20 08:06:52.888+00,\N,\N,\N,629811
RP01006,1710922013,2024-03-20 08:06:53.221+00,\N,\N,\N,625915
RP01006,1710922014,2024-03-20 08:06:53.554+00,\N,\N,\N,614336
RP01006,1710922014,2024-03-20 08:06:53.887+00,\N,\N,\N,591355
RP01006,1710922014,2024-03-20 08:06:54.22+00,\N,\N,\N,589185
RP01006,1710922015,2024-03-20 08:06:54.553+00,\N,\N,\N,587948
RP01006,1710922015,2024-03-20 08:06:54.886+00,\N,\N,\N,576292
RP01006,1710922015,2024-03-20 08:06:55.219+00,\N,\N,\N,571284
RP01006,1710922016,2024-03-20 08:06:55.552+00,\N,\N,\N,570376
RP01006,1710922016,2024-03-20 08:06:55.885+00,\N,\N,\N,572343
RP01006,1710922016,2024-03-20 08:06:56.218+00,\N,\N,\N,573404
RP01006,1710922017,2024-03-20 08:06:56.551+00,\N,\N,\N,573708
RP01006,1710922017,2024-03-20 08:06:56.884+00,\N,\N,\N,571435
RP01006,1710922017,2024-03-20 08:06:57.217+00,\N,\N,\N,568867
RP01006,1710922018,2024-03-20 08:06:57.55+00,\N,\N,\N,562258
RP01006,1710922018,2024-03-20 08:06:57.883+00,\N,\N,\N,553780
RP01006,1710922018,2024-03-20 08:06:58.216+00,\N,\N,\N,548766
RP01006,1710922019,2024-03-20 08:06:58.549+00,\N,\N,\N,546271
RP01006,1710922019,2024-03-20 08:06:58.882+00,\N,\N,\N,546564
RP01006,1710922019,2024-03-20 08:06:59.215+00,\N,\N,\N,547444
RP01006,1710922020,2024-03-20 08:06:59.548+00,\N,\N,\N,548032
RP01006,1710922020,2024-03-20 08:06:59.881+00,\N,\N,\N,550237
RP01006,1710922020,2024-03-20 08:07:00.214+00,\N,\N,\N,552597
RP01006,1710922021,2024-03-20 08:07:00.547+00,\N,\N,\N,555557
RP01006,1710922021,2024-03-20 08:07:00.88+00,\N,\N,\N,557339
RP01006,1710922021,2024-03-20 08:07:01.213+00,\N,\N,\N,558677
RP01006,1710922022,2024-03-20 08:07:01.546+00,\N,\N,\N,559422
RP01006,1710922022,2024-03-20 08:07:01.879+00,\N,\N,\N,560317
RP01006,1710922022,2024-03-20 08:07:02.212+00,\N,\N,\N,560764
RP01006,1710922023,2024-03-20 08:07:02.545+00,\N,\N,\N,560167
RP01006,1710922023,2024-03-20 08:07:02.878+00,\N,\N,\N,560167
RP01006,1710922023,2024-03-20 08:07:03.211+00,\N,\N,\N,560764
RP01006,1710922024,2024-03-20 08:07:03.544+00,\N,\N,\N,561511
RP01006,1710922024,2024-03-20 08:07:03.877+00,\N,\N,\N,560466
RP01006,1710922024,2024-03-20 08:07:04.21+00,\N,\N,\N,558231
RP01006,1710922025,2024-03-20 08:07:04.543+00,\N,\N,\N,556151
RP01006,1710922025,2024-03-20 08:07:04.876+00,\N,\N,\N,555854
RP01006,1710922025,2024-03-20 08:07:05.209+00,\N,\N,\N,556002
RP01006,1710922026,2024-03-20 08:07:05.542+00,\N,\N,\N,556447
RP01006,1710922026,2024-03-20 08:07:05.884+00,\N,\N,\N,557933
RP01006,1710922026,2024-03-20 08:07:06.217+00,\N,\N,\N,559720
RP01006,1710922027,2024-03-20 08:07:06.55+00,\N,\N,\N,560914
RP01006,1710922027,2024-03-20 08:07:06.883+00,\N,\N,\N,562258
RP01006,1710922027,2024-03-20 08:07:07.216+00,\N,\N,\N,564805
RP01006,1710922028,2024-03-20 08:07:07.549+00,\N,\N,\N,565405
RP01006,1710922028,2024-03-20 08:07:07.882+00,\N,\N,\N,564805
RP01006,1710922028,2024-03-20 08:07:08.215+00,\N,\N,\N,565405
RP01006,1710922029,2024-03-20 08:07:08.548+00,\N,\N,\N,567209
RP01006,1710922029,2024-03-20 08:07:08.881+00,\N,\N,\N,569018
RP01006,1710922029,2024-03-20 08:07:09.214+00,\N,\N,\N,569470
RP01006,1710922030,2024-03-20 08:07:09.547+00,\N,\N,\N,569772
RP01006,1710922030,2024-03-20 08:07:09.88+00,\N,\N,\N,569621
RP01006,1710922030,2024-03-20 08:07:10.213+00,\N,\N,\N,569923
RP01006,1710922031,2024-03-20 08:07:10.546+00,\N,\N,\N,571435
RP01006,1710922031,2024-03-20 08:07:10.879+00,\N,\N,\N,573101
RP01006,1710922031,2024-03-20 08:07:11.212+00,\N,\N,\N,574011
RP01006,1710922032,2024-03-20 08:07:11.545+00,\N,\N,\N,574011
RP01006,1710922032,2024-03-20 08:07:11.878+00,\N,\N,\N,574467
RP01006,1710922032,2024-03-20 08:07:12.211+00,\N,\N,\N,575379
RP01006,1710922033,2024-03-20 08:07:12.544+00,\N,\N,\N,576292
RP01006,1710922033,2024-03-20 08:07:12.877+00,\N,\N,\N,575987
RP01006,1710922033,2024-03-20 08:07:13.21+00,\N,\N,\N,575379
RP01006,1710922034,2024-03-20 08:07:13.543+00,\N,\N,\N,575075
RP01006,1710922034,2024-03-20 08:07:13.876+00,\N,\N,\N,575531
RP01006,1710922034,2024-03-20 08:07:14.209+00,\N,\N,\N,576596
RP01006,1710922035,2024-03-20 08:07:14.542+00,\N,\N,\N,576444
RP01006,1710922035,2024-03-20 08:07:14.875+00,\N,\N,\N,574315
RP01006,1710922035,2024-03-20 08:07:15.208+00,\N,\N,\N,568867
RP01006,1710922036,2024-03-20 08:07:15.541+00,\N,\N,\N,563156
RP01006,1710922036,2024-03-20 08:07:15.874+00,\N,\N,\N,558231
RP01006,1710922036,2024-03-20 08:07:16.207+00,\N,\N,\N,555705
RP01006,1710922037,2024-03-20 08:07:16.54+00,\N,\N,\N,557041
RP01006,1710922037,2024-03-20 08:07:16.873+00,\N,\N,\N,559124
RP01006,1710922037,2024-03-20 08:07:17.206+00,\N,\N,\N,561959
RP01006,1710922038,2024-03-20 08:07:17.539+00,\N,\N,\N,564805
RP01006,1710922038,2024-03-20 08:07:17.872+00,\N,\N,\N,567360
RP01006,1710922038,2024-03-20 08:07:18.205+00,\N,\N,\N,569319
RP01006,1710922039,2024-03-20 08:07:18.538+00,\N,\N,\N,570981
RP01006,1710922039,2024-03-20 08:07:18.871+00,\N,\N,\N,572798
RP01006,1710922039,2024-03-20 08:07:19.204+00,\N,\N,\N,574771
RP01006,1710922040,2024-03-20 08:07:19.537+00,\N,\N,\N,576444
RP01006,1710922040,2024-03-20 08:07:19.87+00,\N,\N,\N,578121
RP01006,1710922040,2024-03-20 08:07:20.203+00,\N,\N,\N,579343
RP01006,1710922041,2024-03-20 08:07:20.536+00,\N,\N,\N,580413
RP01006,1710922041,2024-03-20 08:07:20.869+00,\N,\N,\N,580873
RP01006,1710922041,2024-03-20 08:07:21.202+00,\N,\N,\N,581485
RP01006,1710922042,2024-03-20 08:07:21.535+00,\N,\N,\N,582712
RP01006,1710922042,2024-03-20 08:07:21.868+00,\N,\N,\N,583634
RP01006,1710922042,2024-03-20 08:07:22.201+00,\N,\N,\N,584556
RP01006,1710922043,2024-03-20 08:07:22.534+00,\N,\N,\N,585634
RP01006,1710922043,2024-03-20 08:07:22.867+00,\N,\N,\N,586405
RP01006,1710922043,2024-03-20 08:07:23.2+00,\N,\N,\N,587176
RP01006,1710922044,2024-03-20 08:07:23.533+00,\N,\N,\N,588257
RP01006,1710922044,2024-03-20 08:07:23.866+00,\N,\N,\N,589340
RP01006,1710922044,2024-03-20 08:07:24.199+00,\N,\N,\N,589959
RP01006,1710922045,2024-03-20 08:07:24.532+00,\N,\N,\N,590579
RP01006,1710922045,2024-03-20 08:07:24.865+00,\N,\N,\N,591510
RP01006,1710922045,2024-03-20 08:07:25.198+00,\N,\N,\N,592286
RP01006,1710922046,2024-03-20 08:07:25.531+00,\N,\N,\N,593219
RP01006,1710922046,2024-03-20 08:07:25.864+00,\N,\N,\N,594153
RP01006,1710922046,2024-03-20 08:07:26.197+00,\N,\N,\N,595399
RP01006,1710922047,2024-03-20 08:07:26.53+00,\N,\N,\N,596180
RP01006,1710922047,2024-03-20 08:07:26.863+00,\N,\N,\N,596960
RP01006,1710922047,2024-03-20 08:07:27.196+00,\N,\N,\N,597429
RP01006,1710922048,2024-03-20 08:07:27.529+00,\N,\N,\N,597899
RP01006,1710922048,2024-03-20 08:07:27.862+00,\N,\N,\N,598055
RP01006,1710922048,2024-03-20 08:07:28.195+00,\N,\N,\N,597899
RP01006,1710922049,2024-03-20 08:07:28.528+00,\N,\N,\N,598994
RP01006,1710922049,2024-03-20 08:07:28.861+00,\N,\N,\N,599778
RP01006,1710922049,2024-03-20 08:07:29.194+00,\N,\N,\N,600249
RP01006,1710922050,2024-03-20 08:07:29.527+00,\N,\N,\N,600249
RP01006,1710922050,2024-03-20 08:07:29.86+00,\N,\N,\N,600406
RP01006,1710922050,2024-03-20 08:07:30.193+00,\N,\N,\N,600406
RP01006,1710922051,2024-03-20 08:07:30.526+00,\N,\N,\N,600092
RP01006,1710922051,2024-03-20 08:07:30.859+00,\N,\N,\N,600406
RP01006,1710922051,2024-03-20 08:07:31.192+00,\N,\N,\N,600563
RP01006,1710922052,2024-03-20 08:07:31.525+00,\N,\N,\N,600877
RP01006,1710922052,2024-03-20 08:07:31.858+00,\N,\N,\N,601976
RP01006,1710922052,2024-03-20 08:07:32.191+00,\N,\N,\N,602920
RP01006,1710922053,2024-03-20 08:07:32.524+00,\N,\N,\N,603866
RP01006,1710922053,2024-03-20 08:07:32.857+00,\N,\N,\N,604654
RP01006,1710922053,2024-03-20 08:07:33.19+00,\N,\N,\N,604496
RP01006,1710922054,2024-03-20 08:07:33.523+00,\N,\N,\N,603235
RP01006,1710922054,2024-03-20 08:07:33.856+00,\N,\N,\N,601505
RP01006,1710922054,2024-03-20 08:07:34.189+00,\N,\N,\N,599308
RP01006,1710922055,2024-03-20 08:07:34.522+00,\N,\N,\N,601348
RP01006,1710922055,2024-03-20 08:07:34.855+00,\N,\N,\N,608608
RP01006,1710922055,2024-03-20 08:07:35.188+00,\N,\N,\N,614655
RP01006,1710922056,2024-03-20 08:07:35.521+00,\N,\N,\N,599935
RP01006,1710922056,2024-03-20 08:07:35.854+00,\N,\N,\N,587794
RP01006,1710922056,2024-03-20 08:07:36.187+00,\N,\N,\N,581332
RP01006,1710922057,2024-03-20 08:07:36.52+00,\N,\N,\N,579649
RP01006,1710922057,2024-03-20 08:07:36.853+00,\N,\N,\N,579496
RP01006,1710922057,2024-03-20 08:07:37.186+00,\N,\N,\N,574923
RP01006,1710922058,2024-03-20 08:07:37.519+00,\N,\N,\N,557933
RP01006,1710922058,2024-03-20 08:07:37.852+00,\N,\N,\N,529316
RP01006,1710922058,2024-03-20 08:07:38.185+00,\N,\N,\N,516525
RP01006,1710922059,2024-03-20 08:07:38.518+00,\N,\N,\N,510348
RP01006,1710922059,2024-03-20 08:07:38.851+00,\N,\N,\N,507557
RP01006,1710922059,2024-03-20 08:07:39.184+00,\N,\N,\N,505471
RP01006,1710922060,2024-03-20 08:07:39.517+00,\N,\N,\N,504222
RP01006,1710922060,2024-03-20 08:07:39.85+00,\N,\N,\N,497870
RP01006,1710922060,2024-03-20 08:07:40.183+00,\N,\N,\N,490617
RP01006,1710922061,2024-03-20 08:07:40.516+00,\N,\N,\N,487627
RP01006,1710922061,2024-03-20 08:07:40.849+00,\N,\N,\N,488034
RP01006,1710922061,2024-03-20 08:07:41.182+00,\N,\N,\N,487356
RP01006,1710922062,2024-03-20 08:07:41.515+00,\N,\N,\N,482895
RP01006,1710922062,2024-03-20 08:07:41.848+00,\N,\N,\N,481280
RP01006,1710922062,2024-03-20 08:07:42.181+00,\N,\N,\N,482760
RP01006,1710922063,2024-03-20 08:07:42.514+00,\N,\N,\N,485460
RP01006,1710922063,2024-03-20 08:07:42.847+00,\N,\N,\N,488713
RP01006,1710922063,2024-03-20 08:07:43.18+00,\N,\N,\N,492799
RP01006,1710922064,2024-03-20 08:07:43.513+00,\N,\N,\N,496359
RP01006,1710922064,2024-03-20 08:07:43.846+00,\N,\N,\N,509929
RP01006,1710922064,2024-03-20 08:07:44.179+00,\N,\N,\N,517794
RP01006,1710922065,2024-03-20 08:07:44.512+00,\N,\N,\N,505888
RP01006,1710922065,2024-03-20 08:07:44.845+00,\N,\N,\N,494577
RP01006,1710922065,2024-03-20 08:07:45.178+00,\N,\N,\N,487356
RP01006,1710922066,2024-03-20 08:07:45.511+00,\N,\N,\N,484920
RP01006,1710922066,2024-03-20 08:07:45.844+00,\N,\N,\N,481011
RP01006,1710922066,2024-03-20 08:07:46.177+00,\N,\N,\N,474852
RP01006,1710922067,2024-03-20 08:07:46.51+00,\N,\N,\N,468084
RP01006,1710922067,2024-03-20 08:07:46.843+00,\N,\N,\N,462950
RP01006,1710922067,2024-03-20 08:07:47.176+00,\N,\N,\N,461116
RP01006,1710922068,2024-03-20 08:07:47.509+00,\N,\N,\N,461902
RP01006,1710922068,2024-03-20 08:07:47.842+00,\N,\N,\N,464132
RP01006,1710922068,2024-03-20 08:07:48.175+00,\N,\N,\N,484379
RP01006,1710922069,2024-03-20 08:07:48.508+00,\N,\N,\N,490617
RP01006,1710922069,2024-03-20 08:07:48.841+00,\N,\N,\N,476320
RP01006,1710922069,2024-03-20 08:07:49.174+00,\N,\N,\N,476454
RP01006,1710922070,2024-03-20 08:07:49.507+00,\N,\N,\N,477524
RP01006,1710922070,2024-03-20 08:07:49.84+00,\N,\N,\N,475920
RP01006,1710922070,2024-03-20 08:07:50.173+00,\N,\N,\N,471527
RP01006,1710922071,2024-03-20 08:07:50.506+00,\N,\N,\N,462033
RP01006,1710922071,2024-03-20 08:07:50.839+00,\N,\N,\N,448147
RP01006,1710922071,2024-03-20 08:07:51.172+00,\N,\N,\N,434521
RP01006,1710922072,2024-03-20 08:07:51.505+00,\N,\N,\N,428117
RP01006,1710922072,2024-03-20 08:07:51.838+00,\N,\N,\N,428117
RP01006,1710922072,2024-03-20 08:07:52.171+00,\N,\N,\N,431752
RP01006,1710922073,2024-03-20 08:07:52.504+00,\N,\N,\N,437175
RP01006,1710922073,2024-03-20 08:07:52.837+00,\N,\N,\N,443151
RP01006,1710922073,2024-03-20 08:07:53.17+00,\N,\N,\N,449562
RP01006,1710922074,2024-03-20 08:07:53.503+00,\N,\N,\N,455771
RP01006,1710922074,2024-03-20 08:07:53.836+00,\N,\N,\N,461378
RP01006,1710922074,2024-03-20 08:07:54.169+00,\N,\N,\N,463738
RP01006,1710922075,2024-03-20 08:07:54.502+00,\N,\N,\N,465184
RP01006,1710922075,2024-03-20 08:07:54.835+00,\N,\N,\N,465974
RP01006,1710922075,2024-03-20 08:07:55.168+00,\N,\N,\N,467688
RP01006,1710922076,2024-03-20 08:07:55.501+00,\N,\N,\N,468877
RP01006,1710922076,2024-03-20 08:07:55.834+00,\N,\N,\N,470466
RP01006,1710922076,2024-03-20 08:07:56.167+00,\N,\N,\N,472722
RP01006,1710922077,2024-03-20 08:07:56.5+00,\N,\N,\N,474319
RP01006,1710922077,2024-03-20 08:07:56.833+00,\N,\N,\N,474453
RP01006,1710922077,2024-03-20 08:07:57.166+00,\N,\N,\N,474319
RP01006,1710922077,2024-03-20 08:07:57.499+00,\N,\N,\N,473920
RP01006,1710922078,2024-03-20 08:07:57.832+00,\N,\N,\N,473520
RP01006,1710922078,2024-03-20 08:07:58.165+00,\N,\N,\N,473520
RP01006,1710922078,2024-03-20 08:07:58.498+00,\N,\N,\N,473787
RP01006,1710922079,2024-03-20 08:07:58.831+00,\N,\N,\N,475653
RP01006,1710922079,2024-03-20 08:07:59.164+00,\N,\N,\N,478327
RP01006,1710922079,2024-03-20 08:07:59.497+00,\N,\N,\N,480339
RP01006,1710922080,2024-03-20 08:07:59.83+00,\N,\N,\N,481549
RP01006,1710922080,2024-03-20 08:08:00.163+00,\N,\N,\N,482491
RP01006,1710922080,2024-03-20 08:08:00.496+00,\N,\N,\N,483030
RP01006,1710922081,2024-03-20 08:08:00.829+00,\N,\N,\N,483030
RP01006,1710922081,2024-03-20 08:08:01.162+00,\N,\N,\N,482087
RP01006,1710922081,2024-03-20 08:08:01.495+00,\N,\N,\N,480742
RP01006,1710922082,2024-03-20 08:08:01.828+00,\N,\N,\N,479399
RP01006,1710922082,2024-03-20 08:08:02.161+00,\N,\N,\N,478595
RP01006,1710922082,2024-03-20 08:08:02.494+00,\N,\N,\N,478863
RP01006,1710922083,2024-03-20 08:08:02.827+00,\N,\N,\N,479265
RP01006,1710922083,2024-03-20 08:08:03.16+00,\N,\N,\N,480205
RP01006,1710922083,2024-03-20 08:08:03.493+00,\N,\N,\N,481145
RP01006,1710922084,2024-03-20 08:08:03.826+00,\N,\N,\N,482760
RP01006,1710922084,2024-03-20 08:08:04.159+00,\N,\N,\N,484109
RP01006,1710922084,2024-03-20 08:08:04.492+00,\N,\N,\N,485460
RP01006,1710922085,2024-03-20 08:08:04.825+00,\N,\N,\N,486949
RP01006,1710922085,2024-03-20 08:08:05.158+00,\N,\N,\N,487899
RP01006,1710922085,2024-03-20 08:08:05.491+00,\N,\N,\N,488713
RP01006,1710922086,2024-03-20 08:08:05.824+00,\N,\N,\N,489801
RP01006,1710922086,2024-03-20 08:08:06.157+00,\N,\N,\N,490753
RP01006,1710922086,2024-03-20 08:08:06.49+00,\N,\N,\N,491844
RP01006,1710922087,2024-03-20 08:08:06.823+00,\N,\N,\N,492663
RP01006,1710922087,2024-03-20 08:08:07.156+00,\N,\N,\N,493346
RP01006,1710922087,2024-03-20 08:08:07.489+00,\N,\N,\N,494166
RP01006,1710922088,2024-03-20 08:08:07.822+00,\N,\N,\N,494851
RP01006,1710922088,2024-03-20 08:08:08.155+00,\N,\N,\N,494714
RP01006,1710922088,2024-03-20 08:08:08.488+00,\N,\N,\N,494303
RP01006,1710922089,2024-03-20 08:08:08.821+00,\N,\N,\N,492799
RP01006,1710922089,2024-03-20 08:08:09.154+00,\N,\N,\N,490481
RP01006,1710922089,2024-03-20 08:08:09.487+00,\N,\N,\N,489121
RP01006,1710922090,2024-03-20 08:08:09.82+00,\N,\N,\N,488034
RP01006,1710922090,2024-03-20 08:08:10.153+00,\N,\N,\N,488306
RP01006,1710922090,2024-03-20 08:08:10.486+00,\N,\N,\N,489257
RP01006,1710922091,2024-03-20 08:08:10.819+00,\N,\N,\N,490209
RP01006,1710922091,2024-03-20 08:08:11.152+00,\N,\N,\N,491299
RP01006,1710922091,2024-03-20 08:08:11.485+00,\N,\N,\N,492253
RP01006,1710922092,2024-03-20 08:08:11.818+00,\N,\N,\N,493209
RP01006,1710922092,2024-03-20 08:08:12.151+00,\N,\N,\N,493346
RP01006,1710922092,2024-03-20 08:08:12.484+00,\N,\N,\N,494303
RP01006,1710922093,2024-03-20 08:08:12.817+00,\N,\N,\N,495262
RP01006,1710922093,2024-03-20 08:08:13.15+00,\N,\N,\N,496359
RP01006,1710922093,2024-03-20 08:08:13.483+00,\N,\N,\N,497320
RP01006,1710922094,2024-03-20 08:08:13.816+00,\N,\N,\N,498007
RP01006,1710922094,2024-03-20 08:08:14.149+00,\N,\N,\N,498420
RP01006,1710922094,2024-03-20 08:08:14.482+00,\N,\N,\N,498420
RP01006,1710922095,2024-03-20 08:08:14.815+00,\N,\N,\N,498420
RP01006,1710922095,2024-03-20 08:08:15.148+00,\N,\N,\N,498282
RP01006,1710922095,2024-03-20 08:08:15.481+00,\N,\N,\N,499108
RP01006,1710922096,2024-03-20 08:08:15.814+00,\N,\N,\N,500487
